GEOID,blackE,indigE,ltnxE,pov65E,povrateE,lifeexpBRHD,health_outcomes,overall,rank_outcomes
51540000401,0.8668122270742358,0.4705882352941177,0.3983402489626556,1,0.33830104321907606,1,0.7943760135094429,4.868417768059528,1
51109950201,0.5087336244541485,0.5882352941176471,0.21161825726141076,0.7231404958677686,0.2593144560357676,0.8289393776305243,1,4.119981505367267,2
51540000501,1,0,0.3402489626556016,0.2727272727272727,0.3204172876304024,0.8370851215528808,0.8703423849706856,3.640821029536843,3
51125950100,0.314410480349345,0,0.2987551867219917,0.8099173553719009,0.2771982116244412,0.8615223533199485,0.9721655742254165,3.5339691616130438,4
51003010700,0.5698689956331878,0.35294117647058826,0.3941908713692946,0.578512396694215,0.165424739195231,0.6912697468605946,0.536255412840681,3.2884633390637923,5
51540000202,0.4541484716157206,0.23529411764705885,0.22406639004149378,0,1,0.7411019350276562,0.4944246065994333,3.1490355209313625,6
51065020200,0.49126637554585156,0.23529411764705885,0.33195020746887965,0.39669421487603307,0.0849478390461997,0.7311904505622525,0.7497909218991373,3.021134127045413,7
51109950202,0.3493449781659389,0.4117647058823529,0.10373443983402489,0.1528925619834711,0.17287630402384502,0.7719191701740322,0.9403439582516794,2.902876118315344,8
51003011302,0.23799126637554588,0.17647058823529413,1,0.2644628099173554,0.41281669150521616,0.32262941530179134,0.4728573875041778,2.8872281588393807,9
51109950400,0.5567685589519651,0,0.12033195020746887,0.36776859504132237,0.18330849478390462,0.7800649140963889,0.8569493418806992,2.8651918549617488,10
51540000600,0.20960698689956336,0.05882352941176471,0.20746887966804978,0.8636363636363636,0.8852459016393444,0.3245514405503186,0.2475613603647624,2.7968944621701666,11
51540000402,0.34716157205240183,0.17647058823529413,0.024896265560165973,0.5702479338842976,0.1549925484351714,0.8370851215528808,0.5891029845005352,2.699957014220747,12
51079030102,0.05021834061135371,0.11764705882352942,0.11203319502074689,0.8636363636363636,0.11922503725782416,0.5845670599598456,0.8029908658217813,2.6503179211314447,13
51003010800,0.2532751091703057,1,0.3609958506224066,0,0.12518628912071536,0.4286002520380221,0.4437275275324399,2.6117850284838897,14
51125950300,0.4366812227074236,0,0.09543568464730288,0.18595041322314051,0.18479880774962745,0.6252957795716253,0.8761036660439415,2.404265573943061,15
51079030101,0.18340611353711792,0,0.21991701244813275,0.3140495867768595,0.11922503725782416,0.6578787552610497,0.8638684722553299,2.358344977536314,16
51003011400,0.4694323144104804,0,0.24066390041493774,0.2396694214876033,0.12071535022354694,0.41350643759037087,0.8205276665004199,2.3045150906273593,17
51540000201,0.32532751091703066,0,0.15352697095435686,0.30165289256198347,0.3755588673621461,0.7411019350276562,0.3400834285207813,2.2372516053439546,18
51109950100,0.27074235807860264,0,0.21576763485477177,0.09504132231404958,0.10432190760059613,0.633441523493982,0.8570825192891093,2.176397265631111,19
51540000800,0.22052401746724895,0,0.6390041493775933,0.06611570247933884,0.16989567809239942,0.496853135623634,0.5770704119120726,2.1694630949522873,20
51540000502,0.3275109170305677,0,0.2614107883817427,0.7933884297520661,0.13263785394932937,0.3401947422891668,0.3008458804329249,2.155988611835798,21
51003010902,0.13973799126637554,0.17647058823529413,0.5809128630705394,0.4504132231404959,0.32637853949329365,0.37505627128318175,0,2.04896947648918,22
51065020101,0.37991266375545857,0.17647058823529413,0.07053941908713693,0.11157024793388431,0.05514157973174367,0.48681813289157383,0.6842880864567187,1.9647407180918102,23
51109950500,0.15938864628820962,0,0.04149377593360996,0.12809917355371903,0.17138599105812222,0.4053606936680142,0.9165446346577237,1.8222729151593988,24
51540001000,0.028384279475982536,0,0.0995850622406639,0.8057851239669421,0.157973174366617,0.32390325444445467,0.37555833437967157,1.7911892288743316,25
51003011303,0.26200873362445415,0,0.3070539419087137,0.4421487603305785,0.11624441132637853,0.32262941530179134,0.3346515962058206,1.7847368586977368,26
51109950300,0.1790393013100437,0,0.06224066390041493,0.11570247933884296,0.10730253353204172,0.4705266450468628,0.8492980054154193,1.7841096285436255,27
51079030200,0.07860262008733625,0.17647058823529413,0.3153526970954357,0.02892561983471074,0.03427719821162445,0.429797925435083,0.6971633689259628,1.760590017825447,28
51003010601,0.3951965065502184,0,0.13278008298755187,0.09917355371900827,0.23845007451564829,0.2971841717451319,0.5816410321441732,1.7444254216617319,29
